,Course_Code,Course_Name,R1_Points,R2_Points
754,LM044,Applied Languages,,
755,LM050,Business Studies (options),,
756,LM056,International Business,,
757,LM058,Financial Mathematics,,
758,LM063,Technology Management,,
759,LM066,Environmental Science,,
760,LM068,Food Science and Health,,
761,LM076,Product Design and Technology (portfolio required),,
762,LM077,Aeronautical Engineering,,
763,LM082,Construction Management and Engineering,,
764,LM089,Sport and Exercise Sciences,,
765,LM090,Physical Education with concurrent Teacher Educati,,
766,LM091,Languages with concurrent Teacher Education,,
767,LM092,Science with Teacher Ed (Biology with Physics/Chem,,
768,LM093,Equine Science,,
769,LM094,Materials and Architectural Technology with concur,,
770,LM095,Materials and Engineering Technology with concurre,,
771,LM096,Science with Teacher Ed (Physical Sciences with Ch,,
772,LM097,Mathematics and Computer Science with concurrent T,,
773,LM099,Architecture,,
774,LM100,Physiotherapy,,
775,LM102,Psychology,,
776,LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,,
777,LM105,Exercise and Health Fitness Management,,
778,LM115,Chemical and Biochemical Engineering,,
779,LM116,Engineering (Biomedical/Civil/Design and Manufactu,,
780,LM118,Electronic and Computer Engineering,,
781,LM121,Computer Science (Computer Systems/Games Dev/Cyber,,
782,LM122,Creative Media and Interaction Design (Digital Des,,
783,LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,,
784,LM124,Mathematics (Math Science/Maths and Physics/Econom,,
785,LM125,Physics (Applied Physics or Mathematics and Physic,,
786,LM150,General Nursing,,
787,LM152,Mental Health Nursing,,
788,LM154,Intellectual Disability Nursing,,
789,LM156,Midwifery,,
790,MU001,Theology and Arts,,
791,MH001,Education - Primary Teaching (Froebel),,
792,MH003,Early Childhood - Teaching and Learning (full-time,,
793,MH101,Arts,,
794,MH106,Psychology - 3 years,,
795,MH107,Social Science,,
796,MH109,Media Studies,,
797,MH201,Science,,
798,MH202,Biotechnology,,
799,MH203,Biological and Geographical Sciences,,
800,MH204,Physics with Astrophysics,,
801,MH206,Theoretical Physics and Mathematics,,
802,MH207,Data Science,,
803,MH208,Biological and Biomedical Sciences,,
804,MH209,Psychology (through Science) - 4 years,,
805,MH210,Pharmaceutical and Biomedical Chemistry,,
806,MH212,Science|Maths and Computer Science|Mathematics (wi,,
807,MH304,Engineering (Computer/Electronic/Communications),,
808,MH305,Product Design,,
809,MH306,Robotics and Intelligent Devices,,
810,MH401,Finance (options),,
811,MH402,Quantitative Finance,,
812,MH403,Accounting and Finance,,
813,MH404,Business (options),,
814,MH407,Business and Accounting,,
815,MH411,Entrepreneurship,,
816,MH501,LLB Law - four year Single Major Law programme,,
817,MH502,Law (options),,
818,MH601,Computer Science through Arts (options),,
819,MH602,Computer Science through Science (options),,
820,MH603,Computational Thinking,,
821,AS001,Education,,
822,AS002,Education,,
823,AS003,Education,,
824,AS051,Nutrition,,
825,AS054,Home Economics,,
826,AS110,General Nursing,,
827,AS130,Intellectual Disability Nursing,,
828,SG141,Business,,
829,SG145,Business and ICT,,
830,SG146,Accounting,,
831,SG147,Sport with Business,,
832,SG148,Tourism with Event Management,,
833,SG150,Business in Marketing,,
834,SG241,Performing Arts,,
835,SG242,Early Childhood Care and Education,,
836,SG243,Social Care Practice,,
837,SG244,Fine Art,,
838,SG245,Creative Design,,
839,SG246,Computing,,
840,SG247,English and Psychology,,
841,SG248,Sociology and Politics,,
842,SG249,Writing and Literature,,
843,SG252,Software Development,,
844,SG253,Computing in Computer Networks and Cyber Security,,
845,SG254,Writing and Literature Online,,
846,SG255,Law and Business,,
847,SG341,General Engineering,,
848,SG342,Civil Engineering,,
849,SG343,Quantity Surveying,,
850,SG344,Mechanical Engineering,,
851,SG346,Construction Project Management and Applied Techno,,
852,SG347,Architecture,,
853,SG348,Interior Architecture and Design,,
854,SG350,Robotics and Automation,,
855,SG442,Occupational Safety and Health,,
856,SG443,Human Nutrition,,
857,SG444,Science Undenominated,,
858,SG445,Pharmaceutical Science with Drug Development,,
859,SG447,Health Science and Physical Activity,,
860,SG448,Forensic Investigation and Analysis,,
861,SG449,Medical Biotechnology,,
862,SG450,Environmental Science with Ecology (Level 8),,
863,TL801,Animation,,
864,TL802,TV,,
865,TL810,Computing with Software Development,,
866,TL811,Computing with Games Development,,
867,TL815,Computing (Degree Award options),,
868,TL823,Event Management (3 year programme),,
869,TL831,Business Studies (Major Specialism in: Acctng or M,,
870,TL844,Agricultural Engineering,,
871,TL845,Civil Engineering,,
872,TL847,Manufacturing Engineering,,
873,TL848,Agricultural Science,,
874,TL851,Wildlife Biology (Degree Award options),,
875,TL855,Pharmaceutical Science (Degree Award options),,
876,TL858,Veterinary Bioscience,,
877,TL871,Health and Leisure (Degree Award options),,
878,TL872,Health and Leisure with Massage,,
879,TL873,Coaching and Sports Performance,,
880,TL874,Inclusive Sport and Physical Activity,,
881,TL880,Early Childhood Care and Education,,
882,TL881,Social Care,,
883,TL890,General Nursing and Mature Applicants,,
884,TL891,Mental Health Nursing and Mature Applicants,,
885,WD001,Applied Computing (options),,
886,WD002,Science (options),,
887,WD005,Health Sciences (options),,
888,WD006,Exercise Sciences (options),,
889,WD007,Engineering (options),,
890,WD025,Construction Management and Engineering,,
891,WD027,Music,,
892,WD048,Business (options),,
893,WD084,Accounting,,
894,WD091,Hospitality Management,,
895,WD116,General Nursing,,
896,WD117,Psychiatric Nursing,,
897,WD120,Intellectual Disability Nursing,,
898,WD134,International Business,,
899,WD137,Design (Visual Communications),,
900,WD140,Laws,,
901,WD144,Architecture,,
902,WD147,Pharmaceutical Science,,
903,WD150,Criminal Justice Studies,,
904,WD152,Visual Art,,
905,WD161,Computer Forensics and Security,,
906,WD162,Quantity Surveying,,
907,WD163,Psychology,,
908,WD186,Sports Coaching and Performance,,
909,WD187,Social Science,,
910,WD191,Agricultural Science,,
911,WD192,Social Care Practice,,
912,WD193,Marketing and Digital Media,,
913,WD194,Culinary Arts,,
914,WD195,Architectural and Building Information Modelling T,,
915,WD200,Arts (options),,
916,WD210,Software Systems Development,,
917,WD211,Creative Computing,,
918,WD212,Recreation and Sport Management,,
919,WD230,Mechanical and Manufacturing Engineering,,
920,WD231,Early Childhood Care and Education,,
921,WD232,Business Information Systems,,
