,Course_Code,Course_Name,R1_Points,R2_Points
74,CR121,Music at CIT Cork School of Music,,
75,CR125,Popular Music at CIT Cork School of Music,,
76,CR130,Musical Theatre at CIT Cork School of Music,,
77,CR150,Business Information Systems,,
78,CR210,Contemporary Applied Art (Ceramics,,
79,CR220,Fine Art at CIT Crawford College of Art and Design,,
80,CR225,Photography with New Media at CIT Crawford College,,
81,CR305,Physical Sciences (Common Entry),,
82,CR310,IT Management,,
83,CR320,Biomedical Science - Offered jointly by CIT and UC,,
84,CR325,Pharmaceutical Biotechnology,,
85,CR333,Nutrition and Health Science,,
86,CR335,Biological Sciences (Common Entry),,
87,CR340,Analytical Chemistry with Quality Assurance,,
88,CR360,Instrument Engineering,,
89,CR365,Environmental Science and Sustainable Technology,,
90,CR370,Agri-Biosciences,,
91,CR400,Accounting,,
92,CR420,Marketing,,
93,CR425,International Business with Language,,
94,CR430,Sport and Exercise Management,,
95,CR435,Coaching Science and Sports Pedagogy,,
96,CR440,Montessori Education,,
97,CR500,Engineering (Common Entry),,
98,CR510,Sustainable Energy Engineering,,
99,CR520,Biomedical Engineering,,
100,CR560,Architectural Technology,,
101,CR565,Interior Architecture,,
102,CR570,Quantity Surveying,,
103,CR572,Construction Management,,
104,CR580,Electrical Engineering,,
105,CR590,Electronic Engineering,,
106,CR600,Visual Communications at CIT Crawford College of A,,
107,CR660,Tourism Management,,
108,CR700,Theatre and Drama Studies at CIT Cork School of Mu,,
109,CR930,Home Economics and Business,,
110,CK101,Arts - 3 years,,
111,CK102,Social Science,,
112,CK104,Arts with Music - 3 or 4 years (BMus or Chinese/Eu,,
113,CK105,Film and Screen Media - 3 years or 4 years (Intern,,
114,CK107,Geographical and Archaeological Sciences - 3 or 4,,
115,CK108,Arts International - 4 years,,
116,CK109,English - 3 years or 4 years (International Pathwa,,
117,CK110,World Languages,,
118,CK111,Early Years and Childhood Studies,,
119,CK112,Theatre and Performative Practices - 3 or 4 years,,
120,CK113,Criminology - 3 years or 4 years (International Pa,,
121,CK118,Digital Humanities and IT - 3 or 4 years (Work Exp,,
122,CK120,Applied Psychology,,
123,CK121,Psychology and Computing - 3 or 4 years (Work Expe,,
124,CK122,Government and Political Science,,
125,CK123,Anthropology,,
126,CK124,Education - Gaeilge,,
127,CK125,Sports Studies and Physical Education,,
128,CK201,Commerce,,
129,CK202,Accounting,,
130,CK203,Business Information Systems,,
131,CK204,Finance,,
132,CK205,Commerce (International) with French,,
133,CK206,Commerce (International) with German,,
134,CK207,Commerce (International) with Italian,,
135,CK208,Commerce (International) with Hispanic Studies,,
136,CK209,Commerce (International) with Irish,,
137,CK211,Commerce (International) with Chinese Studies,,
138,CK212,Economics (through Transformational Learning) 3 or,,
139,CK213,Food Marketing and Entrepreneurship,,
140,CK214,International Development,,
141,CK301,Law (Pathways) -,,
142,CK302,Law and French,,
143,CK304,Law and Irish,,
144,CK307,Law and Business,,
145,CK401,Computer Science,,
146,CK402,Biological and Chemical Sciences,,
147,CK404,Biological,,
148,CK405,Genetics,,
149,CK406,Chemical Sciences,,
150,CK407,Mathematical Sciences,,
151,CK408,Physics and Astrophysics,,
152,CK409,Industrial Physics - Offered jointly by UCC and CI,,
153,CK411,Data Science and Analytics,,
154,CK412,Agricultural Science,,
155,CK504,Nutritional Sciences,,
156,CK505,Food Science,,
157,CK600,Engineering,,
158,CK606,Architecture - Offered jointly by UCC and CIT,,
159,CK701,Medicine (Undergraduate Entry - HPAT required),,
160,CK702,Dentistry,,
161,CK703,Pharmacy,,
162,CK704,Occupational Therapy,,
163,CK705,Speech and Language Therapy,,
164,CK706,Public Health Sciences,,
165,CK707,Medical and Health Sciences,,
166,CK710,General Nursing,,
167,CK712,Children`s and General Nursing (Integrated),,
168,CK720,Mental Health Nursing,,
169,CK730,Intellectual Disability Nursing,,
170,CK740,Midwifery,,
171,AC120,International Business,,
172,AC137,Liberal Arts,,
173,CT125,Computing and IT,,
174,CT325,Business,,
175,CM001,Education - Primary Teaching,,
176,CM002,Education - Primary Teaching - Gaeltacht Applicant,,
177,CM003,Oideachas – Bunmhúinteoireacht Trí Mheán na Gaeilg,,
178,CM004,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilg,,
179,CM010,Education Studies,,
180,CM020,Early Childhood Education,,
181,DB500,Computing,,
182,DB501,Computing (Cloud Computing),,
183,DB502,Computing (Data Analytics and Big Data),,
184,DB510,Audio Production and Music Project Management,,
185,DB512,Business Studies,,
186,DB514,Business Studies (Law),,
187,DB515,Business Studies (Human Resource Management),,
188,DB517,Marketing (Event Management),,
189,DB518,Marketing (Digital Media),,
190,DB521,Accounting and Finance,,
191,DB524,Business (Information Systems),,
192,DB525,Marketing (Digital Media and Cloud Computing),,
193,DB526,Business (Cloud Computing),,
194,DB527,Applied Social Care,,
195,DB531,Marketing,,
196,DB562,Psychology,,
197,DB566,Social Science,,
198,DB567,Film and Creative Media,,
199,DB568,Law,,
200,DB569,Business (Psychology),,
201,DC001,Education - Early Childhood Education,,
202,DC002,Education - Primary Teaching,,
203,DC003,Education - Primary Teaching - Gaeltacht Applicant,,
204,DC004,Education - Primary Teaching (Church of Ireland Ce,,
205,DC009,Arts (Joint Honours) - Humanities,,
206,DC010,Post Primary Teacher Education - Religious Educati,,
207,DC011,Post Primary Teacher Education - Religious Educati,,
208,DC012,Post Primary Teacher Education - Religious Educati,,
209,DC013,Post Primary Teacher Ed - Gaeilge with French/Germ,,
210,DC014,BA in Jazz and Contemporary Music Performance (aud,,
211,DC110,Business Studies International,,
212,DC111,Business Studies,,
213,DC112,Global Business (France),,
214,DC113,Global Business (Germany),,
215,DC114,Global Business (Spain),,
216,DC115,Accounting and Finance,,
217,DC116,Global Business (USA),,
218,DC117,Aviation Management / Aviation Management with Pil,,
219,DC118,Gná agus Gaeilge / Business and Irish,,
220,DC119,Global Business (Canada),,
221,DC120,Computing for Business,,
222,DC121,Computer Science,,
223,DC123,Data Science,,
224,DC126,Actuarial Mathematics,,
225,DC127,Common Entry into Actuarial and Financial Mathemat,,
226,DC131,Communication Studies,,
227,DC132,Journalism,,
228,DC133,Multimedia,,
229,DC155,Applied Language and Translation Studies,,
230,DC161,Analytical Science,,
231,DC162,Chemical and Pharmaceutical Sciences,,
232,DC163,Chemical Sciences General Entry (Undenominated Ent,,
233,DC166,Environmental Science and Technology,,
234,DC168,Genetics and Cell Biology,,
235,DC175,Physics General Entry (options),,
236,DC180,Biological Sciences General Entry (Undenominated E,,
237,DC181,Biotechnology,,
238,DC190,Electronic and Computer Engineering (with choice o,,
239,DC193,Mechatronic Engineering,,
240,DC194,Sustainable Systems and Energy,,
241,DC195,Mechanical and Manufacturing Engineering,,
242,DC197,Biomedical Engineering,,
243,DC200,Common Entry into Engineering (Undenominated Entry,,
244,DC202,Sport Science and Health,,
245,DC203,Science Education,,
246,DC204,Athletic Therapy and Training,,
247,DC205,Physical Education with Biology,,
248,DC206,Physical Education with Mathematics,,
249,DC207,Psychology and Mathematics,,
250,DC208,Psychology,,
251,DC209,Health and Society,,
252,DC210,Psychology and Disruptive Technologies,,
253,DC215,General Nursing,,
254,DC216,Mental Health Nursing,,
255,DC217,Intellectual Disability Nursing,,
256,DC218,Children`s and General Nursing (Integrated),,
257,DC230,Economics,,
258,DC231,International Relations,,
259,DC232,Law and Society (BCL),,
260,DC235,Education and Training - Daytime and Flexible Deli,,
261,DC238,Social Sciences and Cultural Innovation,,
262,DC240,Marketing,,
263,DC241,Digital Business and Innovation,,
264,DC291,Arts (Joint Honours) - Media Studies,,
265,DC292,Arts (Joint Honours) - Law,,
266,DC293,Arts (Joint Honours) - International Languages,,
267,DC294,Climate and Environmental Sustainability,,
268,DC295,Arts (Joint Honours) - Politics,,
269,DL822,Arts Management,,
270,DL823,Business Management,,
271,DL825,Applied Psychology,,
272,DL826,Graphic Design,,
273,DL827,Art,,
274,DL832,Animation,,
275,DL833,Photography and Visual Media,,
276,DL836,Creative Computing,,
277,DL837,New Media Studies,,
278,DL838,Creative Music Production,,
279,DL839,Interaction and User Experience Design,,
280,DL840,Digital Marketing,,
281,DL841,English and Equality Studies,,
282,DL843,Film,,
283,DL844,Television,,
284,DL845,Design for Film (degree options),,
285,GC200,Business,,
286,GC201,Accounting and Finance,,
287,GC230,Computing Science,,
288,GC300,Business,,
289,GC301,Accounting and Finance,,
290,GC302,Business - HRM,,
291,GC307,Business (Marketing),,
292,GC400,Business,,
293,GC401,Accounting and Finance,,
294,GC403,Law,,
295,GC407,Business (Marketing),,
296,GC430,Computing Science,,
297,GC450,Communications and Media Production,,
298,GC462,Design Communication (portfolio),,
299,GC489,Interior Architecture (portfolio),,
300,GC494,Fashion Design (portfolio),,
301,BY001,Business,,
302,AD101,First Year Art and Design (Common Entry portfolio),,
303,AD102,Graphic Design and Moving Image Design (portfolio),,
304,AD103,Textile and Surface Design and Jewellery and Objec,,
305,AD202,Education and Design or Fine Art (Second Level Tea,,
306,AD204,Fine Art (portfolio),,
307,AD211,Fashion Design (portfolio),,
308,AD212,Product Design (portfolio),,
309,AD215,Visual Culture,,
310,AD217,Illustration (portfolio),,
311,AD222,Interaction Design (portfolio),,
312,NC003,Computing (Degree Award options),,
313,NC005,Human Resource Management,,
314,NC009,Business,,
315,NC010,Psychology,,
316,NC020,Marketing Practice,,
317,NC022,Accounting and Finance,,
318,NC023,Technology Management (with specialisations),,
319,NC030,Early Childhood Education and Care,,
320,RC001,Medicine - Undergraduate Entry (HPAT required),,
321,RC004,Physiotherapy,,
322,RC005,Pharmacy,,
323,NM801,Montessori Education,,
324,NM802,Psychology,,
325,TU801,Sustainable Energy Engineering,,
326,TU802,Electrical Services and Energy Management,,
327,TU804,Engineering (Common Entry with Award options),,
328,TU805,Engineering (General Entry),,
329,TU807,Computer Engineering in Mobile Systems,,
330,TU810,Mechatronic Engineering,,
331,TU811,Product Design,,
332,TU812,Design Technology and Innovation,,
333,TU814,Sustainable Transport Management,,
334,TU828,Mechanical Engineering (General Entry),,
335,TU829,Electronic Engineering (General Entry),,
336,TU831,Architectural Technology,,
337,TU832,Architecture (Suitability Test and Interview),,
338,TU833,Construction Management,,
339,TU834,Geographic Science,,
340,TU835,Planning and Environmental Management,,
341,TU836,Property Economics (Valuation Surveying),,
342,TU837,Quantity Surveying and Construction Economics,,
343,TU838,Sustainable Timber Technology,,
344,TU851,Analytical Chemistry (Environmental,,
345,TU852,Chemical Sciences with Medicinal Chemistry,,
346,TU854,Science (General Entry),,
347,TU855,Science with Nanotechnology,,
348,TU856,Computer Science,,
349,TU857,Computer Science (Infrastructure),,
350,TU858,Computer Science (International),,
351,TU859,Computing,,
352,TU860,Computing (Information Technology),,
353,TU861,Computing with Language (French/German/Spanish),,
354,TU862,Computing with Artificial Intelligence Machine Lea,,
355,TU863,Digital Forensics and Cyber Security,,
356,TU864,DNA and Forensic Analysis,,
357,TU865,Cloud Computing,,
358,TU866,Biomedical and Molecular Diagnostics,,
359,TU867,Biomedical Science,,
360,TU868,Clinical Measurement Science,,
361,TU869,Environmental Health,,
362,TU870,Human Nutrition and Dietetics,,
363,TU871,Optometry,,
364,TU872,Public Health Nutrition,,
365,TU874,Mathematical Sciences,,
366,TU875,Pharmaceutical Healthcare,,
367,TU876,Pharmaceutical Science,,
368,TU877,Physics Technology,,
369,TU878,Physics with Energy and Environment,,
370,TU879,Physics with Medical Physics and Bioengineering,,
371,TU880,Physics with Data Science,,
372,TU881,Food Innovation,,
373,TU882,Nutraceuticals in Health and Nutrition,,
374,TU902,Business (options),,
375,TU903,Business and Management,,
376,TU904,Business and Law,,
377,TU905,Economics and Finance,,
378,TU906,Human Resource Management,,
379,TU907,Logistics and Supply Chain Management,,
380,TU910,Accounting,,
381,TU912,Business Analytics,,
382,TU914,Business Computing,,
383,TU917,Law (LLB ) with a Language,,
384,TU918,Law (LLB),,
385,TU919,Advertising and Marketing Communications,,
386,TU920,Digital Marketing,,
387,TU921,Digital Marketing Technologies,,
388,TU922,Marketing,,
389,TU924,E-Commerce in Retailing,,
390,TU925,Retail and Services Management,,
391,TU932,Business (options),,
392,TU933,Accounting and Finance (campus options),,
393,TU935,Sports Management and Coaching,,
394,TU936,Sports Science and Health,,
395,TU941,Botanical Cuisine,,
396,TU942,Culinary Arts,,
397,TU943,Culinary Entrepreneurship,,
398,TU944,Culinary Science,,
399,TU951,International Hospitality and Tourism Management,,
400,TU952,International Hospitality Management,,
401,TU953,Tourism and Digital Marketing,,
402,TU954,Event Management,,
403,TU955,Sports and Leisure Management,,
404,TU961,Commercial Modern Music (BIMM - assessment/auditio,,
405,TU962,Drama (Performance,,
406,TU963,Music (audition),,
407,TU965,International Business and Languages,,
408,TU967,Languages and International Tourism,,
409,TU973,Design - Visual Communication (portfolio),,
410,TU974,Fine Art (portfolio),,
411,TU975,Interior Design (portfolio),,
412,TU976,Photography (portfolio),,
413,TU978,Creative Industries and Visual Culture,,
414,TU981,Creative Digital Media,,
415,TU982,Media Production and Digital Arts,,
416,TU983,Film and Broadcasting,,
417,TU984,Game Design,,
418,TU985,Journalism,,
419,TU989,Early Childhood Care and Education (campus options,,
420,TU991,Applied Social Studies in Social Care,,
421,TU992,Community Development and Youth Work,,
422,TU995,Early Childhood Education,,
423,TU996,Social Care,,
424,TU997,Applied Social Care,,
425,TR002,Music,,
426,TR003,History,,
427,TR004,Law,,
428,TR005,Philosophy,,
429,TR006,Psychology,,
430,TR007,Clinical Speech and Language Studies,,
431,TR009,Music Education,,
432,TR015,Philosophy,,
433,TR016,Deaf Studies,,
434,TR018,Law and French,,
435,TR019,Law and German,,
436,TR021,Classics,,
437,TR022,Early and Modern Irish,,
438,TR023,English Studies,,
439,TR024,European Studies,,
440,TR025,Drama and Theatre Studies,,
441,TR028,Ancient and Medieval History and Culture,,
442,TR031,Mathematics,,
443,TR032,Engineering,,
444,TR033,Computer Science,,
445,TR034,Management Science and Information Systems Studies,,
446,TR035,Theoretical Physics,,
447,TR038,Engineering with Management,,
448,TR039,Computer Science,,
449,TR040,Middle Eastern and European Languages and Cultures,,
450,TR041,Religion,,
451,TR042,Film,,
452,TR043,History of Art and Architecture,,
453,TR051,Medicine (HPAT required),,
454,TR052,Dental Science,,
455,TR053,Physiotherapy,,
456,TR054,Occupational Therapy,,
457,TR055,Radiation Therapy,,
458,TR056,Human Health and Disease,,
459,TR060,Biological and Biomedical Sciences,,
460,TR061,Chemical Sciences,,
461,TR062,Geography and Geoscience,,
462,TR063,Physical Sciences,,
463,TR064,Environmental Science and Engineering,,
464,TR072,Pharmacy,,
465,TR080,Global Business,,
466,TR081,Business,,
467,TR084,Social Studies (Social Work),,
468,TR085,Business Studies and French,,
469,TR086,Business Studies and German,,
470,TR087,Business Studies and Russian,,
471,TR089,Business Studies and Polish,,
472,TR090,Business Studies and Spanish,,
473,TR091,General Nursing (Meath and St James`s),,
474,TR093,General Nursing (Adelaide School of Nursing),,
475,TR095,Mental Health Nursing,,
476,TR097,Intellectual Disability Nursing,,
477,TR911,Children`s and General Nursing (Integrated),,
478,TR913,Midwifery,,
479,DN100,Architecture,,
480,DN120,Landscape Architecture,,
481,DN130,City Planning and Environmental Policy,,
482,DN150,Engineering (Common Entry),,
483,DN200,Science (options),,
484,DN201,Computer Science (Common Entry),,
485,DN230,Actuarial and Financial Studies,,
486,DN240,Sustainability,,
487,DN250,Agricultural Science (options),,
488,DN261,Food Science,,
489,DN262,Human Nutrition,,
490,DN300,Veterinary Medicine - Undergraduate Entry,,
491,DN310,Veterinary Nursing,,
492,DN400,Medicine - Undergraduate Entry (HPAT required),,
493,DN410,Radiography,,
494,DN420,Physiotherapy,,
495,DN425,Health and Performance Science,,
496,DN430,Sport and Exercise Management,,
497,DN440,Biomedical,,
498,DN450,General Nursing,,
499,DN451,Children`s and General Nursing (Integrated),,
500,DN452,Midwifery,,
501,DN453,Mental Health Nursing,,
502,DN520,Joint Honours (options),,
503,DN530,Humanities (options),,
504,DN541,Modern Languages (options),,
505,DN600,Law (options),,
506,DN610,Business and Law,,
507,DN650,Commerce,,
508,DN660,Commerce International (options),,
509,DN670,Economics and Finance,,
510,DN700,Social Sciences (options),,
511,DN710,Economics,,
512,DN720,Psychology,,
513,DN750,Social Policy and Sociology,,
514,DK810,Accounting and Finance,,
515,DK816,Business Studies,,
516,DK820,Computing in Games Development,,
517,DK821,Computing in Software Development,,
518,DK822,Augmented and Virtual Reality,,
519,DK830,Building Surveying,,
520,DK831,Architectural Technology,,
521,DK832,Construction Management,,
522,DK843,Engineering (Common Entry),,
523,DK844,Mechanical Engineering,,
524,DK845,Electrical and Electronic Engineering,,
525,DK846,Civil Engineering,,
526,DK850,International Tourism Management,,
527,DK861,Arts,,
528,DK862,Social Care,,
529,DK863,Creative Media,,
530,DK864,Film and Television Production,,
531,DK865,Audio and Music Production,,
532,DK870,General Nursing,,
533,DK872,Intellectual Disability Nursing,,
534,DK874,Mental Health Nursing,,
535,DK876,Early Childhood Studies,,
536,DK877,Midwifery,,
537,DK880,Health and Physical Activity,,
538,DK882,Agriculture (Award options),,
539,DK883,Science (Award options),,
540,DK884,Sustainable Agriculture,,
541,DK886,Biopharmaceutical Science,,
542,DK887,Environmental Science,,
543,GA181,Accounting,,
544,GA182,Business,,
545,GA183,Business Information Systems,,
546,GA184,Marketing and Sales,,
547,GA185,Finance and Economics,,
548,GA186,Business with Entrepreneurship,,
549,GA187,Rural Enterprise and Agri-Business,,
550,GA281,Film and Documentary,,
551,GA282,Heritage Studies,,
552,GA283,Contemporary Art (portfolio),,
553,GA284,Design,,
554,GA285,Education (Art,,
555,GA380,International Hotel Management,,
556,GA381,International Tourism Management,,
557,GA382,Culinary and Gastronomic Science,,
558,GA384,Event Management with Public Relations,,
559,GA480,Construction Management,,
560,GA482,Quantity Surveying and Construction Economics,,
561,GA483,Architectural Technology,,
562,GA484,Civil Engineering,,
563,GA580,Software and Electronic Engineering,,
564,GA680,Mechanical Engineering,,
565,GA681,Energy Engineering,,
566,GA682,Biomedical Engineering,,
567,GA683,Agricultural Engineering,,
568,GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,,
569,GA685,Manufacturing Engineering Design,,
570,GA780,Applied Freshwater and Marine Biology,,
571,GA781,Applied Biology and Biopharmaceutical Science,,
572,GA782,Chemical and Pharmaceutical Science,,
573,GA783,Physics and Instrumentation,,
574,GA784,Science (Undenominated),,
575,GA785,Medical Science,,
576,GA786,Forensic Science and Analysis,,
577,GA787,Computing in Software Development,,
578,GA788,Computing and Digital Media,,
579,GA789,Agriculture and Environmental Management,,
580,GA790,Sport and Exercise Science,,
581,GA791,Public Health Nutrition,,
582,GA880,General Nursing,,
583,GA882,Psychiatric Nursing,,
584,GA885,Outdoor Education,,
585,GA887,History and Geography,,
586,GA889,Applied Social Care,,
587,GA890,Early Childhood Education and Care,,
588,GA891,Geography and Outdoor Education,,
589,GA980,Education (Design Graphics and Construction),,
590,GA981,Furniture Design and Manufacture,,
591,GA982,Furniture Making and Architectural Woodworking,,
592,GA984,Furniture Design,,
593,GY101,Arts (Joint-Honours),,
594,GY104,BSc (Psychology),,
595,GY105,Arts (History),,
596,GY109,Arts (Mathematics and Education),,
597,GY110,Arts (Children and Youth Studies - options),,
598,GY111,Arts (English and Creative Writing),,
599,GY113,Arts with Human Rights,,
600,GY115,Arts with Performing Arts Studies,,
601,GY118,Arts (Drama,,
602,GY119,Arts (Journalism),,
603,GY122,Na Dána (Cumarsáid agus Gaeilge),,
604,GY123,Applied Social Sciences,,
605,GY125,Arts (Digital Arts and Technology),,
606,GY127,Arts (Film and Digital Media),,
607,GY128,Arts (Global Languages),,
608,GY129,Arts (Global Experience),,
609,GY130,Arts (Music),,
610,GY132,Government (Politics,,
611,GY133,Education (Computer Science and Mathematical Studi,,
612,GY134,Geography and Geosystems,,
613,GY135,Arts (Global Media),,
614,GY136,Na Dána (Léann Teanga - options),,
615,GY201,Commerce,,
616,GY202,Commerce (International) with French,,
617,GY203,Commerce (International) with German,,
618,GY204,Commerce (International) with Spanish,,
619,GY206,Business Information Systems (Work Placement and O,,
620,GY207,Commerce (Accounting) including optional Global Ex,,
621,GY208,Commerce (Gaeilge),,
622,GY209,Commerce (Global Experience),,
623,GY250,Law and Business,,
624,GY251,Law (BCL),,
625,GY252,Law (BCL) and Human Rights,,
626,GY253,Law and Taxation,,
627,GY254,Law (BCL),,
628,GY261,Business Studies in International Hotel Management,,
629,GY262,Commerce in International Hotel Management (interv,,
630,GY301,Science,,
631,GY303,Biomedical Science,,
632,GY304,Biotechnology,,
633,GY308,Environmental Science,,
634,GY309,Financial Mathematics and Economics,,
635,GY310,Marine Science,,
636,GY313,Environmental Health and Safety,,
637,GY314,Earth and Ocean Sciences,,
638,GY318,Biopharmaceutical Chemistry,,
639,GY319,Mathematical Science,,
640,GY320,Physics (Degree options: Applied Astrophysics Biom,,
641,GY321,Genetics and Genomics,,
642,GY322,Agricultural Sciences,,
643,GY350,Computer Science and Information Technology,,
644,GY401,Engineering (Undenominated),,
645,GY402,Civil Engineering,,
646,GY405,Mechanical Engineering,,
647,GY406,Electronic and Computer Engineering,,
648,GY408,Biomedical Engineering,,
649,GY410,Project and Construction Management,,
650,GY413,Energy Systems Engineering,,
651,GY414,Electrical and Electronic Engineering,,
652,GY501,Medicine (five year/six year course,,
653,GY502,Occupational Therapy,,
654,GY503,Speech and Language Therapy,,
655,GY504,Podiatric Medicine,,
656,GY515,General Nursing (Galway and Portiuncula),,
657,GY516,Mental Health Nursing,,
658,GY517,Midwifery,,
659,LY108,Business - Accounting,,
660,LY118,Business,,
661,LY128,Marketing with Online Technologies,,
662,LY208,Law,,
663,LY228,Sports and Exercise - Common Entry,,
664,LY408,Design - Common Entry,,
665,LY508,Fire Safety Engineering,,
666,LY518,Quantity Surveying,,
667,LY528,Construction Management,,
668,LY538,Architectural Technology,,
669,LY608,Mechanical Engineering,,
670,LY618,Electronic Engineering,,
671,LY708,Applied Computing,,
672,LY748,Computer Science,,
673,LY818,Science - Common Entry,,
674,LY828,Agriculture - Common Entry,,
675,LY908,General Nursing,,
676,LY918,Psychiatric Nursing,,
677,LY928,Intellectual Disability Nursing,,
678,LY968,Early Childhood Care,,
679,LY978,Health and Social Care - Common Entry,,
680,MI001,Contemporary and Applied Theatre Studies,,
681,MI002,Arts,,
682,MI004,Education - Primary Teaching - International,,
683,MI005,Education - Primary Teaching,,
684,MI006,Education - Primary Teaching - Gaeltacht Applicant,,
685,MI007,Early Childhood Care and Education,,
686,MI008,Education and Psychology - Primary Teaching,,
687,MI009,Education,,
688,MI010,Education,,
689,MI011,Education,,
690,MI012,Education,,
691,MI013,Education,,
692,MI014,Education,,
693,CI110,Counselling and Psychotherapy,,
694,CI111,Counselling and Psychotherapy with Addiction Studi,,
695,CI112,Counselling and Psychotherapy with Youth Studies,,
696,LC110,Art and Design (Common Entry,,
697,LC114,Fashion and Textiles for Product and Costume (port,,
698,LC115,Art and Design Teacher Education (LIT and UL,,
699,LC220,Digital Marketing,,
700,LC223,Law and Taxation,,
701,LC224,Accounting and Finance,,
702,LC225,Marketing and Management,,
703,LC226,Enterprise and Innovation,,
704,LC233,Software Development,,
705,LC234,Immersive Digital Media and Spatial Computing,,
706,LC236,Internet Systems Development,,
707,LC239,Computer Networks and Systems Management,,
708,LC241,Construction Management,,
709,LC242,Property Valuation and Management,,
710,LC243,Quantity Surveying,,
711,LC248,Built Environment (Common Entry),,
712,LC252,Civil Engineering Management,,
713,LC263,Medical Technology,,
714,LC265,Forensic and Pharmaceutical Sciences,,
715,LC266,Drug and Medicinal Product Analysis,,
716,LC275,Electrical Engineering,,
717,LC288,Mechanical Engineering,,
718,LC289,Precision Engineering,,
719,LC292,Social Care Work,,
720,LC293,Business Studies with Travel and Tourism Managemen,,
721,LC294,Business Studies with Event Management,,
722,LC295,Business Studies with Sports Management,,
723,LC297,Community and Addiction Studies,,
724,LC320,Business,,
725,LC330,Business with Computing,,
726,LC340,Interior Design,,
727,LC362,Biotechnology and Biopharmaceutical Sciences,,
728,LC371,Creative Broadcast and Film Production,,
729,LC372,Music Technology and Production,,
730,LC374,Renewable and Electrical Energy Engineering,,
731,LC375,Industrial Automation and Robotic Systems,,
732,LC376,Electronic Engineering with Computer Systems,,
733,LC380,Automotive Engineering and Transport Management,,
734,LC392,Business Studies in Beauty and Spa Management,,
735,LC393,Early Childhood Education and Care,,
736,LC402,Social Care Work,,
737,LC408,Environmental Science and Climate,,
738,LC416,Business,,
739,LC418,Computing - Games Design and Development,,
740,LC422,Applied Strength and Conditioning,,
741,LC502,Game Art and Design (portfolio),,
742,LC517,Creative Media and Design,,
743,LC518,Digital Animation Production (portfolio),,
744,LC612,Social Care Work,,
745,LM002,Arts,,
746,LM019,Social Sciences,,
747,LM020,Law and Accounting,,
748,LM026,Performing Arts (audition format TBC),,
749,LM028,Criminal Justice,,
750,LM029,Law Plus,,
751,LM038,Psychology and Sociology,,
752,LM039,Journalism and Digital Communication,,
753,LM040,European Studies,,
