,Course_Code,Course_Name,R1_Points,R2_Points
689,MI011,Education,Gaeilge and Religious Studies,407
690,MI012,Education,Gaeilge and Business Studies,387
691,MI013,Education,Mathematics and Gaeilge,509
692,MI014,Education,Mathematics and Business Studies,476
693,CI110,Counselling and Psychotherapy,292,
694,CI111,Counselling and Psychotherapy with Addiction Studi,290,
695,CI112,Counselling and Psychotherapy with Youth Studies,325,
696,LC110,Art and Design (Common Entry,portfolio),794
697,LC114,Fashion and Textiles for Product and Costume (port,914,
698,LC115,Art and Design Teacher Education (LIT and UL,port,993
699,LC220,Digital Marketing,263,
700,LC223,Law and Taxation,331,
701,LC224,Accounting and Finance,300,
702,LC225,Marketing and Management,298,
703,LC226,Enterprise and Innovation,255,
704,LC233,Software Development,280,
705,LC234,Immersive Digital Media and Spatial Computing,226,
706,LC236,Internet Systems Development,260,
707,LC239,Computer Networks and Systems Management,317,
708,LC241,Construction Management,326,
709,LC242,Property Valuation and Management,308,
710,LC243,Quantity Surveying,278,
711,LC248,Built Environment (Common Entry),300,
712,LC252,Civil Engineering Management,264,
713,LC263,Medical Technology,391,
714,LC265,Forensic and Pharmaceutical Sciences,498,
715,LC266,Drug and Medicinal Product Analysis,252,
716,LC275,Electrical Engineering,361,347
717,LC288,Mechanical Engineering,378,369
718,LC289,Precision Engineering,261,
719,LC292,Social Care Work,374,
720,LC293,Business Studies with Travel and Tourism Managemen,271,264
721,LC294,Business Studies with Event Management,279,
722,LC295,Business Studies with Sports Management,262,
723,LC297,Community and Addiction Studies,272,262
724,LC320,Business,381,
725,LC330,Business with Computing,328,308
726,LC340,Interior Design,391,368
727,LC362,Biotechnology and Biopharmaceutical Sciences,429,
728,LC371,Creative Broadcast and Film Production,325,310
729,LC372,Music Technology and Production,377,
730,LC374,Renewable and Electrical Energy Engineering,337,319
731,LC375,Industrial Automation and Robotic Systems,309,
732,LC376,Electronic Engineering with Computer Systems,357,
733,LC380,Automotive Engineering and Transport Management,298,
734,LC392,Business Studies in Beauty and Spa Management,328,317
735,LC393,Early Childhood Education and Care,309,276
736,LC402,Social Care Work,228,
737,LC408,Environmental Science and Climate,279,
738,LC416,Business,260,
739,LC418,Computing - Games Design and Development,260,256
740,LC422,Applied Strength and Conditioning,289,
741,LC502,Game Art and Design (portfolio),841,
742,LC517,Creative Media and Design,279,
743,LC518,Digital Animation Production (portfolio),807,
744,LC612,Social Care Work,309,
745,LM002,Arts,360,360
746,LM019,Social Sciences,451,
747,LM020,Law and Accounting,474,
748,LM026,Performing Arts (audition format TBC),329,
749,LM028,Criminal Justice,420,
750,LM029,Law Plus,530,
751,LM038,Psychology and Sociology,530,
752,LM039,Journalism and Digital Communication,432,
753,LM040,European Studies,409,
754,LM044,Applied Languages,429,
755,LM050,Business Studies (options),451,
756,LM056,International Business,555,
757,LM058,Financial Mathematics,468,
758,LM063,Technology Management,410,
759,LM066,Environmental Science,430,
760,LM068,Food Science and Health,464,
761,LM076,Product Design and Technology (portfolio required),401,
762,LM077,Aeronautical Engineering,567,
763,LM082,Construction Management and Engineering,446,
764,LM089,Sport and Exercise Sciences,498,
765,LM090,Physical Education with concurrent Teacher Educati,552,544
766,LM091,Languages with concurrent Teacher Education,506,
767,LM092,Science with Teacher Ed (Biology with Physics/Chem,521,
768,LM093,Equine Science,367,
769,LM094,Materials and Architectural Technology with concur,475,
770,LM095,Materials and Engineering Technology with concurre,425,
771,LM096,Science with Teacher Ed (Physical Sciences with Ch,454,
772,LM097,Mathematics and Computer Science with concurrent T,465,
773,LM099,Architecture,520,
774,LM100,Physiotherapy,613,
775,LM102,Psychology,534,
776,LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429,
777,LM105,Exercise and Health Fitness Management,441,
778,LM115,Chemical and Biochemical Engineering,476,
779,LM116,Engineering (Biomedical/Civil/Design and Manufactu,498,
780,LM118,Electronic and Computer Engineering,445,
781,LM121,Computer Science (Computer Systems/Games Dev/Cyber,402,
782,LM122,Creative Media and Interaction Design (Digital Des,382,
783,LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498,
784,LM124,Mathematics (Math Science/Maths and Physics/Econom,455,
785,LM125,Physics (Applied Physics or Mathematics and Physic,489,
786,LM150,General Nursing,498,487
787,LM152,Mental Health Nursing,478,466
788,LM154,Intellectual Disability Nursing,462,443
789,LM156,Midwifery,521,508
790,MU001,Theology and Arts,294,294
791,MH001,Education - Primary Teaching (Froebel),564,
792,MH003,Early Childhood - Teaching and Learning (full-time,381,
793,MH101,Arts,338,336
794,MH106,Psychology - 3 years,554,
795,MH107,Social Science,390,
796,MH109,Media Studies,324,
797,MH201,Science,401,400
798,MH202,Biotechnology,490,489
799,MH203,Biological and Geographical Sciences,451,
800,MH204,Physics with Astrophysics,422,
801,MH206,Theoretical Physics and Mathematics,521,
802,MH207,Data Science,444,
803,MH208,Biological and Biomedical Sciences,543,
804,MH209,Psychology (through Science) - 4 years,529,
805,MH210,Pharmaceutical and Biomedical Chemistry,510,
806,MH212,Science|Maths and Computer Science|Mathematics (wi,452,443
807,MH304,Engineering (Computer/Electronic/Communications),351,351
808,MH305,Product Design,326,
809,MH306,Robotics and Intelligent Devices,362,
810,MH401,Finance (options),370,
811,MH402,Quantitative Finance,476,
812,MH403,Accounting and Finance,424,
813,MH404,Business (options),441,
814,MH407,Business and Accounting,423,
815,MH411,Entrepreneurship,378,
816,MH501,LLB Law - four year Single Major Law programme,507,
817,MH502,Law (options),465,
818,MH601,Computer Science through Arts (options),381,
819,MH602,Computer Science through Science (options),400,
820,MH603,Computational Thinking,520,
821,AS001,Education,Home Economics and Biology - with concu,542
822,AS002,Education,Home Economics and Religious Ed - with,464
823,AS003,Education,Home Economics and Irish - with concurr,463
824,AS051,Nutrition,Food and Business Management,378
825,AS054,Home Economics,440,419
826,AS110,General Nursing,440,432
827,AS130,Intellectual Disability Nursing,387,358
828,SG141,Business,262,
829,SG145,Business and ICT,279,
830,SG146,Accounting,304,
831,SG147,Sport with Business,288,
832,SG148,Tourism with Event Management,298,
833,SG150,Business in Marketing,298,
834,SG241,Performing Arts,341,
835,SG242,Early Childhood Care and Education,287,
836,SG243,Social Care Practice,309,
837,SG244,Fine Art,501,
838,SG245,Creative Design,332,
839,SG246,Computing,316,
840,SG247,English and Psychology,319,
841,SG248,Sociology and Politics,298,
842,SG249,Writing and Literature,308,
843,SG252,Software Development,310,
844,SG253,Computing in Computer Networks and Cyber Security,336,
845,SG254,Writing and Literature Online,327,
846,SG255,Law and Business,291,
847,SG341,General Engineering,373,
848,SG342,Civil Engineering,418,
849,SG343,Quantity Surveying,300,
850,SG344,Mechanical Engineering,412,
851,SG346,Construction Project Management and Applied Techno,313,
852,SG347,Architecture,403,
853,SG348,Interior Architecture and Design,359,
854,SG350,Robotics and Automation,384,
855,SG442,Occupational Safety and Health,307,
856,SG443,Human Nutrition,376,
857,SG444,Science Undenominated,358,
858,SG445,Pharmaceutical Science with Drug Development,357,
859,SG447,Health Science and Physical Activity,326,
860,SG448,Forensic Investigation and Analysis,308,
861,SG449,Medical Biotechnology,315,
862,SG450,Environmental Science with Ecology (Level 8),310,
863,TL801,Animation,Visual Effects and Motion Design (Level,718
864,TL802,TV,Radio and New Media (Level 8),322
865,TL810,Computing with Software Development,308,
866,TL811,Computing with Games Development,322,
867,TL815,Computing (Degree Award options),307,
868,TL823,Event Management (3 year programme),293,
869,TL831,Business Studies (Major Specialism in: Acctng or M,306,
870,TL844,Agricultural Engineering,301,
871,TL845,Civil Engineering,361,
872,TL847,Manufacturing Engineering,305,
873,TL848,Agricultural Science,307,
874,TL851,Wildlife Biology (Degree Award options),309,
875,TL855,Pharmaceutical Science (Degree Award options),316,
876,TL858,Veterinary Bioscience,317,
877,TL871,Health and Leisure (Degree Award options),303,
878,TL872,Health and Leisure with Massage,314,
879,TL873,Coaching and Sports Performance,308,
880,TL874,Inclusive Sport and Physical Activity,341,
881,TL880,Early Childhood Care and Education,309,
882,TL881,Social Care,301,
883,TL890,General Nursing and Mature Applicants,463,
884,TL891,Mental Health Nursing and Mature Applicants,440,419
885,WD001,Applied Computing (options),270,261
886,WD002,Science (options),279,
887,WD005,Health Sciences (options),271,
888,WD006,Exercise Sciences (options),270,
889,WD007,Engineering (options),270,270
890,WD025,Construction Management and Engineering,262,
891,WD027,Music,321,
892,WD048,Business (options),279,
893,WD084,Accounting,308,
894,WD091,Hospitality Management,225,
895,WD116,General Nursing,446,
896,WD117,Psychiatric Nursing,415,
897,WD120,Intellectual Disability Nursing,390,
898,WD134,International Business,267,
899,WD137,Design (Visual Communications),252,
900,WD140,Laws,280,
901,WD144,Architecture,309,
902,WD147,Pharmaceutical Science,288,
903,WD150,Criminal Justice Studies,280,
904,WD152,Visual Art,243,
905,WD161,Computer Forensics and Security,270,
906,WD162,Quantity Surveying,226,
907,WD163,Psychology,456,
908,WD186,Sports Coaching and Performance,261,
909,WD187,Social Science,276,
910,WD191,Agricultural Science,377,
911,WD192,Social Care Practice,271,
912,WD193,Marketing and Digital Media,279,
913,WD194,Culinary Arts,237,
914,WD195,Architectural and Building Information Modelling T,279,
915,WD200,Arts (options),201,201
916,WD210,Software Systems Development,260,
917,WD211,Creative Computing,270,
918,WD212,Recreation and Sport Management,262,
919,WD230,Mechanical and Manufacturing Engineering,230,230
920,WD231,Early Childhood Care and Education,266,
921,WD232,Business Information Systems,261,261
